CityName,Neighborhood,Lat,Long
חולון,קרית שרת,32.00849,34.791457
חולון,קרית שרת,32.008966,34.792276
חולון,קרית שרת,32.010038,34.793073
חולון,קרית שרת,32.009935,34.793175
חולון,רסקו ב,32.0109,34.792388
חולון,אזור תעשייה ג,32.007876,34.797332
חולון,קרית שרת,32.009808,34.795203
חולון,אזור תעשייה ג,32.006477,34.798668
חולון,קרית שרת,32.006782,34.798119
חולון,אזור תעשייה ג,32.01078,34.795671
חולון,"נאות יהודית, נווה ארזים",32.011119,34.795897
חולון,אזור תעשייה ג,32.012117,34.797855
חולון,אזור תעשייה ג,32.011776,34.798583
חולון,אזור תעשייה ג,32.012806,34.797784
חולון,קרית עבודה,32.015261,34.770197
ראש העין,אביב,32.095962,34.954453
חולון,קרית עבודה,32.018612,34.770788
חולון,קרית עבודה,32.021694,34.772997
חולון,קרית עבודה,32.021717,34.773216
חולון,קרית עבודה,32.023309,34.768041
חולון,שכונת עם,32.023244,34.770917
חולון,גרין,32.022848,34.773513
חולון,קרית עבודה,32.02297,34.772141
ראש העין,ראש העין החדשה,32.086628,34.967925
חולון,גרין,32.024106,34.77437
חולון,גרין,32.029422,34.772091
ראש העין,ראש העין החדשה,32.086747,34.968442
חולון,שיכון עממי,32.027566,34.773502
חולון,קרית עבודה,32.018155,34.775728
חולון,שכונת המגדלים ח-501,32.017282,34.777359
חולון,קרית עבודה,32.018479,34.775679
חולון,קרית עבודה,32.02168,34.776116
חולון,קרית עבודה,32.021695,34.776198
חולון,רסקו א,32.017224,34.77987
חולון,נאות שושנים,32.017163,34.779401
חולון,רסקו א,32.016459,34.782734
חולון,תל גיבורים,32.032384,34.767951
חולון,תל גיבורים,32.032899,34.76769
חולון,תל גיבורים,32.031437,34.769574
חולון,תל גיבורים,32.03184,34.770607
חולון,תל גיבורים,32.033455,34.770167
הוד השרון,"רמת הדר, נווה הדר",32.131529,34.871115
חולון,תל כביר נווה עופר,32.035813,34.766881
חולון,תל גיבורים,32.035475,34.767491
רמלה,גבעת הדר ורמת דן ורמלה מערב,31.92912,34.845119
רמלה,גבעת הדר ורמת דן ורמלה מערב,31.930217,34.84588
חולון,נאות שושנים,32.015901,34.783398
חולון,רסקו ג,32.015152,34.784857
חולון,רסקו ב,32.014362,34.786143
חולון,אזור תעשייה א,32.024337,34.795427
חולון,אזור תעשייה א,32.021172,34.798768
חולון,אזור תעשייה א,32.021104,34.798854
חולון,אזור תעשייה א,32.026374,34.796431
חולון,אזור תעשייה א,32.025769,34.797214
רמלה,גבעת הדר ורמת דן ורמלה מערב,31.929362,34.846183
רמלה,גיורא,31.936997,34.852537
מקווה ישראל,מקוה ישראל,32.03499,34.785855
רמלה,גיורא,31.937759,34.853241
חולון,אזור תעשייה ג,32.009797,34.801472
חולון,אזור תעשייה ג,32.010883,34.799934
חולון,אזור תעשייה ג,32.008381,34.804746
חולון,אזור תעשייה ב,32.016023,34.800939
חולון,אזור תעשייה א,32.01655,34.801245
חולון,אזור תעשייה א,32.018763,34.801759
חולון,אזור תעשייה א,32.019014,34.801306
גנות,,32.022483,34.823877
"כפר חב""ד",כפר חב''ד,31.988216,34.844729
"כפר חב""ד",כפר חב''ד,31.988669,34.845399
"כפר חב""ד",כפר חב''ד,31.986813,34.854396
"כפר חב""ד",כפר חב''ד,31.991719,34.849002
רמת גן,תל השומר,32.042802,34.843263
רמת גן,תל השומר,32.04419,34.84167
רמת גן,תל השומר,32.044183,34.841758
רמת גן,תל השומר,32.04643,34.845939
רמלה,גיורא,31.936247,34.854223
הוד השרון,"רמות מנחם, גרין פארק",32.143926,34.886048
רמת גן,רמת אפעל,32.049102,34.836114
רעננה,נווה זמר,32.195098,34.863878
רעננה,נווה זמר,32.197482,34.867907
רעננה,נווה זמר,32.19491,34.867907
רעננה,נווה זמר,32.194284,34.867867
רעננה,,32.199388,34.851011
לוד,גני איילון (אחיסמך),31.941614,34.899855
רמת גן,רמת אפעל,32.050839,34.837306
רמת גן,רמת אפעל,32.051527,34.83754
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.924051,34.999158
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.92269,34.976874
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.925475,34.981892
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.925028,34.980835
רמת גן,קרית קריניצי,32.052395,34.848051
רמת גן,קרית קריניצי,32.053658,34.846981
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.925635,34.985208
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.925101,34.986144
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.924166,34.987847
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.923502,34.988791
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.923659,34.993395
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.923355,34.992321
לוד,"שיכון ממשלתי, חב''ד",31.944478,34.87766
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.921142,34.970993
ראשון לציון,הרקפות,31.949281,34.827637
גבעת שמואל,השחר,32.075224,34.846411
גבעת שמואל,השחר,32.075147,34.846409
קריית אונו,עבר הירדן,32.050039,34.856884
קריית אונו,קרית אונו הותיקה,32.059171,34.849001
קריית אונו,קרית אונו הותיקה,32.058101,34.849686
קריית אונו,גני אילן,32.065496,34.85059
גבעת שמואל,אוניברסיטת בר אילן,32.073566,34.849919
גבעת שמואל,גיורא,32.079368,34.850376
גבעת שמואל,גיורא,32.079716,34.850489
גבעת שמואל,רמת הדקלים,32.082209,34.84842
פתח תקווה,קרית מטלון,32.092436,34.848901
גבעת שמואל,רמת הדקלים,32.081323,34.85079
פתח תקווה,אזור תעשייה קרית אריה,32.096188,34.860402
פתח תקווה,אזור תעשייה קרית אריה,32.097464,34.852334
"אזור רמלה מ""א 25",,32.035409,34.965758
ראשון לציון,נעורים,31.974924,34.814346
הרצלייה,יד התשעה,32.177219,34.854312
רעננה,"קרית גנים, כפר בתיה",32.191655,34.846173
רעננה,"קרית גנים, כפר בתיה",32.184306,34.853642
רעננה,שיכון אשר,32.185704,34.85418
רעננה,הפרחים,32.184763,34.85508
רעננה,שיכון אשר,32.184716,34.855854
רעננה,לב הפארק,32.192454,34.850309
רעננה,"קרית גנים, כפר בתיה",32.192535,34.851668
רעננה,"קרית גנים, כפר בתיה",32.188743,34.854784
רעננה,שיכון אשר,32.189003,34.854996
רעננה,קרית שרת,32.19373,34.853492
רעננה,"קרית גנים, כפר בתיה",32.192221,34.855509
רעננה,קרית שרת,32.193552,34.855493
רעננה,קרית שרת,32.193844,34.855943
רעננה,קרית שרת,32.194072,34.855973
רעננה,הפרחים,32.184081,34.858241
רעננה,שיכון אשר,32.183959,34.859238
רעננה,הפרחים,32.183272,34.86188
רעננה,שיכון אשר,32.182999,34.863575
רעננה,מרכז העיר,32.182636,34.864778
רעננה,קרית שרת,32.1958,34.85437
רעננה,קרית שרת,32.195096,34.856774
רעננה,קרית שרת,32.19707,34.855805
רעננה,קרית שרת,32.197234,34.858134
רעננה,קרית שרת,32.195422,34.859028
גני תקווה,"גבעת סביון החדשה, בורוכוב, מרכז העיר",32.061299,34.872698
גני תקווה,"גבעת סביון החדשה, בורוכוב, מרכז העיר",32.057467,34.875152
גני תקווה,"גבעת סביון החדשה, בורוכוב, מרכז העיר",32.057519,34.877474
גני תקווה,"גבעת סביון החדשה, בורוכוב, מרכז העיר",32.058119,34.879001
ראשון לציון,מתחם הרובע,31.974598,34.813332
מודיעין-מכבים-רעות*,מע''ר,31.909032,35.01348
פתח תקווה,אחדות,32.072249,34.89239
פתח תקווה,רמת ורבר,32.086631,34.878193
פתח תקווה,רמת ורבר,32.090013,34.879865
פתח תקווה,אזור תעשייה קרית אריה,32.100385,34.870793
פתח תקווה,הדר המושבות - אם המושבות הותיקה,32.098681,34.875438
פתח תקווה,הדר המושבות - אם המושבות הותיקה,32.100539,34.876491
פתח תקווה,אם המושבות החדשה,32.105047,34.878771
פתח תקווה,מרכז העיר,32.0875,34.887062
פתח תקווה,השוק,32.089941,34.882961
פתח תקווה,קרול,32.094982,34.88652
ראשון לציון,מישור הנוף וקרית שמחה,31.948486,34.810468
פתח תקווה,עמישב,32.070816,34.913132
פתח תקווה,עמישב,32.070065,34.914818
פתח תקווה,עמישב,32.071021,34.915994
פתח תקווה,קרית אלון,32.088482,34.901503
פתח תקווה,יוספטל,32.093564,34.904427
נס ציונה,אזור תעשייה,31.921327,34.798169
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.914234,34.788848
פתח תקווה,רמת ורבר,32.091478,34.877022
חולון,קרית פנחס אילון,32.008173,34.777925
כפר סבא,"גני השרון, כפר סבא הצעירה",32.183754,34.928148
כפר סבא,"גני השרון, כפר סבא הצעירה",32.185594,34.930737
"דרום השרון מ""א 20",,32.129785,34.903557
"דרום השרון מ""א 20",,32.135413,34.911756
"דרום השרון מ""א 20",,32.138164,34.915622
"דרום השרון מ""א 20",,32.15105,34.920831
"דרום השרון מ""א 20",,32.137529,34.914513
נווה ירק,,32.134301,34.910279
"דרום השרון מ""א 20",,32.133657,34.909202
רעננה,אזור תעשייה צפוני,32.191822,34.882978
ראש העין,נווה אפק,32.093647,34.974662
ראש העין,נווה אפק,32.094196,34.97605
ראש העין,נווה אפק,32.092228,34.977756
פתח תקווה,עין גנים,32.088759,34.89489
פתח תקווה,בית עלמין ירקון,32.113794,34.867961
פתח תקווה,בית עלמין ירקון,32.113886,34.867869
פתח תקווה,בית עלמין ירקון,32.115556,34.868126
פתח תקווה,בית עלמין ירקון,32.114013,34.871325
פתח תקווה,בית עלמין ירקון,32.117368,34.871511
חולון,קרית בן גוריון,32.000155,34.763653
רעננה,מרכז העיר,32.17788,34.886732
רעננה,צומת רעננה אמדוקס,32.175027,34.890068
רעננה,צומת רעננה אמדוקס,32.176533,34.890046
כפר סבא,"הפרחים, דגניה",32.177792,34.894161
כפר סבא,"שיכון ותיקים, מרכז רפואי מאיר, סביוני הכפר",32.177875,34.894088
כפר סבא,"פועלים ב, למפרט",32.177934,34.89716
כפר סבא,"הפרחים, דגניה",32.17785,34.897186
כפר סבא,אזור רחוב גאולה,32.177242,34.899724
כפר סבא,"פועלים ב, למפרט",32.177201,34.900293
כפר סבא,אזור דרומי לקניון ערים,32.176349,34.903402
כפר סבא,"פועלים ב, למפרט",32.176354,34.903876
כפר סבא,קרית ספיר,32.175799,34.906345
כפר סבא,"פועלים ד, עובד בן ציון",32.175629,34.906584
כפר סבא,אזור רחוב הרצל,32.174951,34.909624
כפר סבא,קרית ספיר,32.175047,34.909705
כפר סבא,תקומה,32.173779,34.914743
כפר סבא,אזור התחנה המרכזית,32.173632,34.915951
כפר סבא,"שכונת הפארק, אלי כהן",32.172642,34.920216
כפר סבא,אזור תעשייה,32.171582,34.923787
כפר סבא,"גאולים, חלוצים",32.170934,34.924607
כפר סבא,אזור תעשייה,32.171809,34.924549
כפר סבא,אזור תעשייה,32.170725,34.925663
כפר סבא,אזור תעשייה,32.173541,34.925843
כפר סבא,אזור תעשייה,32.174004,34.926104
"דרום השרון מ""א 20",,32.170612,34.929143
כפר סבא,אזור תעשייה,32.175257,34.926727
כפר סבא,אזור תעשייה,32.175924,34.926998
כפר סבא,אזור תעשייה,32.177636,34.927636
כפר סבא,אזור תעשייה,32.177717,34.92767
רעננה,עמידר,32.182035,34.867882
רעננה,מרכז העיר,32.181873,34.868269
רעננה,מרכז העיר,32.181239,34.871092
רעננה,מרכז העיר,32.181234,34.871534
רעננה,מרכז העיר,32.180613,34.874374
רעננה,מרכז העיר,32.180457,34.874623
רעננה,מרכז העיר,32.179846,34.877745
רעננה,מרכז העיר,32.1797,34.878
רעננה,מרכז העיר,32.179216,34.880627
רעננה,מרכז העיר,32.178549,34.883233
רעננה,מרכז העיר,32.178509,34.883872
כפר סבא,אזור תעשייה,32.178295,34.926959
כפר סבא,"גבעת אשכול, הדרים",32.183212,34.928787
כפר סבא,אזור תעשייה,32.172499,34.931014
כפר סבא,אזור תעשייה,32.176139,34.935576
כפר סבא,אזור תעשייה,32.176168,34.935364
כפר סבא,"קפלן, בית ונוף",32.183618,34.933832
כפר סבא,"גבעת אשכול, הדרים",32.183543,34.934146
כפר סבא,אזור תעשייה,32.179068,34.938416
כפר סבא,"קפלן, בית ונוף",32.183446,34.937733
כפר סבא,אזור תעשייה,32.179502,34.93928
כפר סבא,יוספטל,32.182149,34.940229
כפר סבא,יוספטל,32.182391,34.939684
חולון,קרית פנחס אילון,32.010159,34.785021
פתח תקווה,הדר גנים,32.076796,34.90367
רעננה,לב הפארק,32.192634,34.848349
רעננה,לב הפארק,32.193869,34.850571
רעננה,לב הפארק,32.195268,34.848569
פתח תקווה,אחדות,32.071853,34.892289
בת ים,בית קברות,32.002321,34.752913
בת ים,בית קברות,32.002483,34.752087
בת ים,חוף הים,32.017077,34.738583
כפר סבא,אזור תעשייה,32.182275,34.928042
גני תקווה,"גבעת סביון החדשה, בורוכוב, מרכז העיר",32.061311,34.873294
רעננה,צומת רעננה אמדוקס,32.17485,34.890736
גבעת שמואל,רמת אילן,32.069779,34.850223
באר יעקב,גני מנחם,31.940847,34.834609
קריית אונו,רימון,32.056392,34.866334
באר יעקב,פארק המושבה,31.937701,34.834841
כפר סבא,"הפרחים, דגניה",32.17574,34.89194
רמת גן,אוניברסיטת בר אילן,32.06506,34.838883
כפר סבא,"קפלן, בית ונוף",32.187031,34.938809
כפר סבא,"קפלן, בית ונוף",32.18418,34.938424
כפר סבא,"קפלן, בית ונוף",32.18398,34.938443
"דרום השרון מ""א 20",,32.128766,34.90284
נס ציונה,"לב המושבה, סביוני נצר, הדגל",31.924985,34.810689
נס ציונה,"לב המושבה, סביוני נצר, הדגל",31.925937,34.811328
נס ציונה,"גני הדר, יד אליעזר, סביוני הפארק, גבעת הצבר",31.936308,34.809403
נס ציונה,נווה עובד ונווה הדר,31.92714,34.809369
נס ציונה,"לב המושבה, סביוני נצר, הדגל",31.927936,34.810521
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.907268,34.784505
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.907595,34.782657
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.91185,34.78635
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.91085,34.787652
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.909027,34.789671
פתח תקווה,אזור מסחר ירקונים,32.116465,34.903164
"דרום השרון מ""א 20",,32.129941,34.902121
הוד השרון,"רמות מנחם, גרין פארק",32.144351,34.894599
הוד השרון,נווה נאמן,32.138344,34.895729
הוד השרון,"רמות מנחם, גרין פארק",32.143703,34.891199
הוד השרון,"רמות מנחם, גרין פארק",32.143723,34.893658
הוד השרון,"רמות מנחם, גרין פארק",32.147211,34.894673
נס ציונה,"נווה ניר, עמידר, סלע, פסגת סלע, שיכון אזרחי",31.928465,34.788904
הוד השרון,רמתיים,32.151227,34.894768
הוד השרון,רמתיים,32.151055,34.894651
הוד השרון,רמתיים,32.154362,34.894697
הוד השרון,מגדיאל,32.156535,34.896215
הוד השרון,גלגל המזלות,32.158866,34.901136
הוד השרון,מרכז מגדיאל,32.16009,34.902471
הוד השרון,מרכז מגדיאל,32.161949,34.902766
הוד השרון,מתחם 1200,32.165943,34.901736
הוד השרון,מתחם 200,32.163224,34.907527
הוד השרון,גלגל המזלות,32.15939,34.906438
הוד השרון,החומש והרמטכלים,32.158602,34.908796
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157988,34.914613
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157906,34.916697
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157233,34.920188
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157684,34.921856
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.159114,34.922562
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157285,34.914327
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.154444,34.914456
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157479,34.921845
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157836,34.916956
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.157786,34.914214
הוד השרון,החומש והרמטכלים,32.157394,34.912232
הוד השרון,החומש והרמטכלים,32.158499,34.909092
הוד השרון,החומש והרמטכלים,32.159968,34.905943
הוד השרון,מתחם 200,32.163912,34.907078
הוד השרון,מרכז מגדיאל,32.163237,34.902337
הוד השרון,מרכז מגדיאל,32.160558,34.902754
הוד השרון,מגדיאל,32.157275,34.898158
הוד השרון,מגדיאל,32.156514,34.896164
הוד השרון,רמתיים,32.155106,34.894536
הוד השרון,רמתיים,32.14919,34.894597
הוד השרון,"רמות מנחם, גרין פארק",32.146402,34.894511
הוד השרון,נווה נאמן,32.13733,34.896319
הוד השרון,"רמות מנחם, גרין פארק",32.14355,34.886781
הוד השרון,"רמת הדר, נווה הדר",32.143352,34.882238
הוד השרון,"רמת הדר, נווה הדר",32.143288,34.880383
הוד השרון,"רמת הדר, נווה הדר",32.142225,34.877575
הוד השרון,"רמת הדר, נווה הדר",32.140269,34.875382
הוד השרון,"רמת הדר, נווה הדר",32.138358,34.875016
הוד השרון,"רמת הדר, נווה הדר",32.136822,34.873685
הוד השרון,"רמת הדר, נווה הדר",32.139402,34.875342
הוד השרון,"רמת הדר, נווה הדר",32.140937,34.876048
הוד השרון,כפר הדר,32.14447,34.877438
הוד השרון,"גני צבי, שיכון גיורא",32.146655,34.876391
הוד השרון,"גני צבי, שיכון גיורא",32.147812,34.875539
הוד השרון,"גני צבי, שיכון גיורא",32.15055,34.875555
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.152898,34.875125
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.154476,34.875469
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.155014,34.877591
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.155889,34.88103
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.156265,34.884638
הוד השרון,כפר הדר,32.156209,34.886169
הוד השרון,רמתיים,32.155767,34.893791
הוד השרון,רמתיים,32.155668,34.890255
הוד השרון,כפר הדר,32.156181,34.886409
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.156174,34.883033
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.155765,34.880549
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.154866,34.877047
הוד השרון,"גני צבי, שיכון גיורא",32.153516,34.874951
הוד השרון,"גני צבי, שיכון גיורא",32.150176,34.87541
הוד השרון,"גני צבי, שיכון גיורא",32.147848,34.87553
הוד השרון,"גני צבי, שיכון גיורא",32.145866,34.876588
הוד השרון,כפר הדר,32.14425,34.877498
הוד השרון,"רמות מנחם, גרין פארק",32.14347,34.886664
הוד השרון,"רמות מנחם, גרין פארק",32.143591,34.890338
נס ציונה,"ארגמן, שמורת מליבו ועמק ההדרים",31.932134,34.790307
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.154862,34.917037
הוד השרון,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.156621,34.917251
כפר סבא,אזור דרומי לקניון ערים,32.174882,34.902195
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.917379,34.79318
הוד השרון,אזור תעשייה נווה נאמן,32.132399,34.900005
כפר סבא,"קפלן, בית ונוף",32.187148,34.938922
גני עם,גני עם,32.152837,34.901511
גני עם,"גיל עמל, הפועל המזרחי, שביל התפוזים",32.153402,34.902733
הוד השרון,רמתיים,32.162085,34.89276
הוד השרון,רמתיים,32.162758,34.890439
הוד השרון,רמתיים,32.160654,34.890018
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.161617,34.886789
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.158806,34.886459
הוד השרון,"שכונת הפועלים, שיכון עממי, שכונת הפרחים",32.158749,34.884654
הוד השרון,נווה נאמן,32.134987,34.901013
רעננה,צומת רעננה אמדוקס,32.175534,34.89023
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.918021,34.79103
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.916994,34.793537
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.913506,34.793044
הוד השרון,רמתיים,32.159137,34.893311
הוד השרון,מגדיאל,32.156709,34.901659
רעננה,שיכון אשר,32.18588,34.864479
רעננה,מרכז העיר,32.17957,34.884804
רעננה,מרכז העיר,32.175747,34.883622
רעננה,מרכז העיר,32.17628,34.884608
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.912043,34.791835
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.910455,34.790504
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.910341,34.790488
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.912044,34.791836
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.913578,34.793084
נס ציונה,"הואלי, כפר אהרון, טירת שלום",31.917583,34.793853
נס ציונה,"ארגמן, שמורת מליבו ועמק ההדרים",31.930394,34.788917
נס ציונה,"ארגמן, שמורת מליבו ועמק ההדרים",31.927794,34.788075
נס ציונה,"הפועלים, הפרוגרסיבים, גבעת נוף",31.924236,34.805091
נס ציונה,"הפועלים, הפרוגרסיבים, גבעת נוף",31.924725,34.798816
ראשון לציון,אזור תעשייה מעויין שורק,31.956412,34.783764
ראשון לציון,קרית חתני פרס נובל,31.969072,34.770441
ראשון לציון,נווה דקלים,31.981816,34.767018
ראשון לציון,צמרות,31.955193,34.822045
ראשון לציון,אברמוביץ',31.962981,34.802972
ראשון לציון,אזור תעשייה מערב,31.993078,34.755424
פתח תקווה,התחנה המרכזית,32.094228,34.885628
באר יעקב,צריפין עתידי,31.954854,34.845126
ראשון לציון,נווה ים,31.980332,34.785304
ראשון לציון,נווה ים,31.981984,34.782194
ראשון לציון,נווה ים,31.981197,34.780366
רעננה,"קרית גנים, כפר בתיה",32.188979,34.85103
רעננה,רעננה צפון,32.190549,34.88409
רעננה,מרכז העיר,32.181834,34.88549
תל אביב -יפו,כוכב הצפון,32.103023,34.792103
כפר ברא,כפר ברא,32.129833,34.965063
כפר ברא,כפר ברא,32.130224,34.966871
כפר ברא,כפר ברא,32.13024,34.96687
כפר ברא,כפר ברא,32.131434,34.967499
כפר ברא,כפר ברא,32.131313,34.970195
כפר ברא,כפר ברא,32.130618,34.970852
כפר ברא,כפר ברא,32.129956,34.972092
כפר ברא,כפר ברא,32.129191,34.97296
כפר ברא,כפר ברא,32.130102,34.9747
כפר ברא,כפר ברא,32.13133,34.976553
כפר ברא,כפר ברא,32.131145,34.974583
כפר ברא,כפר ברא,32.130963,34.971878
ג'לג'וליה,ג'לג'וליה,32.146389,34.952928
ג'לג'וליה,ג'לג'וליה,32.146377,34.952822
ג'לג'וליה,ג'לג'וליה,32.148085,34.953244
ג'לג'וליה,ג'לג'וליה,32.150387,34.954338
ג'לג'וליה,ג'לג'וליה,32.15053,34.957448
ג'לג'וליה,ג'לג'וליה,32.15093,34.957359
ג'לג'וליה,ג'לג'וליה,32.152744,34.955819
ג'לג'וליה,ג'לג'וליה,32.153765,34.951645
ג'לג'וליה,ג'לג'וליה,32.156123,34.949552
ג'לג'וליה,ג'לג'וליה,32.156149,34.950068
ג'לג'וליה,ג'לג'וליה,32.156095,34.952725
הוד השרון,מתחם 200,32.16385,34.906913
לוד,נווה ירק ויסמין,31.958189,34.896285
ראשון לציון,אזור תעשייה מערב,31.988644,34.775113
רעננה,שיכון אשר,32.185738,34.859328
רעננה,שיכון אשר,32.186112,34.859452
לוד,אזור תעשייה צפון,31.964226,34.900834
נטעים,נטעים,31.946164,34.769145
נמל תעופה בן-גוריון,נמל תעופה בן גוריון,31.998687,34.879975
בית חנן,בית חנן,31.933905,34.775506
בית חנן,בית חנן,31.935503,34.777256
"אזור ראשל""צ מ""א 27",,31.948533,34.760886
נטעים,נטעים,31.945035,34.775334
חולון,ח-500 וגבעת חולון,32.002014,34.801306
פתח תקווה,אזור תעשייה סגולה,32.101506,34.891614
פתח תקווה,אזור תעשייה סגולה,32.101397,34.89157
פתח תקווה,נווה דקלים,32.099372,34.888762
פתח תקווה,אם המושבות החדשה,32.098724,34.88257
פתח תקווה,אם המושבות החדשה,32.101186,34.883046
ראשון לציון,"קרית ראשון, קרית הלאום",31.969053,34.778993
כפר סבא,כפר סבא הירוקה,32.19629,34.897076
כפר סבא,כפר סבא הירוקה,32.195729,34.897007
כפר סבא,כפר סבא הירוקה,32.194801,34.892937
כפר סבא,כפר סבא הירוקה,32.194356,34.89247
כפר סבא,כפר סבא הירוקה,32.194542,34.8898
כפר סבא,כפר סבא הירוקה,32.194146,34.889476
כפר סבא,כפר סבא הירוקה,32.192556,34.892518
כפר סבא,הזמר העברי,32.190941,34.891465
כפר סבא,כפר סבא הירוקה,32.195049,34.895724
"אזור רמלה מ""א 25",,31.952281,34.955801
"אזור רמלה מ""א 25",,31.952211,34.956113
בת ים,מרכז העיר,32.024789,34.745212
ראשון לציון,נווה דקלים,31.983389,34.765188
ראשון לציון,נווה דקלים,31.984738,34.762776
ראשון לציון,רביבים,31.96559,34.82432
ראשון לציון,קרית חתני פרס נובל,31.975445,34.76218
חולון,תל גיבורים,32.034187,34.77004
ראשון לציון,נחלת יהודה,31.981798,34.799571
ראשון לציון,רמב''ם,31.96994,34.80514
ראשון לציון,נחלת יהודה,31.977984,34.808506
ראשון לציון,קידמת ראשון,31.971949,34.808571
ראשון לציון,נחלת יהודה,31.98155,34.809755
באר יעקב,מרכז רפואי אסף הרופא,31.965993,34.840217
"חמ""ד",,32.013224,34.8471
פתח תקווה,נווה עוז החדשה,32.073439,34.864392
נמל תעופה בן-גוריון,נמל תעופה בן גוריון,32.001613,34.867557
פתח תקווה,כפר גנים ג מזרח,32.074706,34.871041
גזר,,31.901089,34.887467
נמל תעופה בן-גוריון,נמל תעופה בן גוריון,31.989202,34.896088
פתח תקווה,קרית הרב סלומון,32.098197,34.896422
לוד,גני יער,31.943529,34.902021
לוד,גני יער,31.94555,34.90358
"אזור רמלה מ""א 25",,32.023201,34.907414
שוהם,"ברושים, אלונים, הדסים",31.991887,34.94279
ראש העין,אביב,32.093606,34.945952
שוהם,"ורדים, יובלים, רקפות, כ""א עתידי",31.990988,34.947226
ראש העין,מצפה אפק,32.088208,34.953612
ראש העין,הרקפות,32.09555,34.954477
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.901339,35.005038
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.909578,35.012712
חולון,קרית עבודה,32.01884,34.770766
נמל תעופה בן-גוריון,נמל תעופה בן גוריון,31.990053,34.901677
בת ים,רמת הנשיא,32.00357,34.753518
"כפר חב""ד",כפר חב''ד,31.988436,34.846308
"כפר חב""ד",כפר חב''ד,31.987128,34.84793
רעננה,קרית וייצמן,32.184797,34.869526
ראשון לציון,קרית כרמים,31.975482,34.779596
חולון,אזור תעשייה ב,32.020369,34.806399
ראשון לציון,רביבים,31.962224,34.819897
אזור,אזור תעשייה,32.028877,34.79684
ראשון לציון,רמב''ם,31.963377,34.817344
ראשון לציון,רביבים,31.964881,34.823629
ראשון לציון,רמב''ם,31.967418,34.816783
חולון,אזור תעשייה א,32.019236,34.803128
גן חיים,אליעזר,32.192199,34.908648
